PMX Bone Weight
0.1904796,11.49771,-0.5816899,-0.6968178,-0.6232078,-0.3550449,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2051897,11.53239,-0.6504086,-0.6184539,-0.5226779,-0.5867899,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2483536,11.483,-0.6718832,-0.7883202,-0.302687,-0.5356601,下半身,左足,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.2448103,11.43833,-0.6264645,-0.8590118,-0.3458879,-0.3774389,下半身,左足,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.254796,11.59649,-0.7241738,-0.5259981,-0.248427,-0.8133941,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2995705,11.4976,-0.7361996,-0.7039559,-0.151613,-0.6938729,下半身,左足,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.3252327,11.79674,-0.7875239,-0.3330292,-0.1268471,-0.9343454,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2962419,11.70913,-0.7641165,-0.3775342,-0.1337431,-0.9162864,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2163565,11.67466,-0.7340521,-0.2569929,-0.2701149,-0.9278968,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2072298,11.72019,-0.744682,-0.2371741,-0.2741591,-0.9319792,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1699714,11.61593,-0.6978675,-0.3159439,-0.4537448,-0.8332437,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1126342,11.6476,-0.6973306,-0.279489,-0.4807031,-0.8311501,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.450501,12.434,-0.6658704,0.7501063,0.2313151,-0.6195433,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.565712,12.49284,-0.462828,0.909958,0.315311,-0.269361,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.604152,12.44044,-0.3849827,0.9314857,0.2835719,-0.2278619,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.609091,12.36614,-0.442642,0.9225708,0.22905,-0.3104819,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.599642,12.50326,-0.2292919,0.9332194,0.3577751,-0.03314401,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.631961,12.41994,-0.2084616,0.9558485,0.2917801,-0.03490201,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.656228,12.31911,-0.2198431,0.9765419,0.212054,-0.03740099,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4348604,11.86353,-0.8343384,-0.4359731,0.05851402,-0.8980553,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4045813,11.77634,-0.824138,-0.4831932,0.05906202,-0.8735193,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5609162,11.93579,-0.8776097,-0.4025311,0.216902,-0.8893381,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5451324,11.86288,-0.8896356,-0.4299003,0.2033421,-0.8796805,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5362205,11.76904,-0.9067078,-0.4769048,0.16534,-0.8632638,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3880458,11.67745,-0.8214537,-0.5642368,0.03051799,-0.8250486,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9530423,11.93568,-0.9671588,0.06965897,0.2707939,-0.9601136,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7184324,11.85698,-0.9670515,-0.2526071,0.2514621,-0.9343214,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7216535,11.95512,-0.9363427,-0.2462759,0.2913918,-0.9243585,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9479957,12.0524,-0.9310815,0.044735,0.289731,-0.9560621,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7277738,12.02878,-0.9096069,-0.2445649,0.3097889,-0.9188137,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9428418,12.1486,-0.898977,0.02797099,0.2987199,-0.9539307,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.213314,12.3014,-0.8144744,0.3252078,0.2322269,-0.9166845,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
